,index,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
6908,11193,568444091836604416,0,1.0,Bad Flight,0.34,US Airways,,riascott39,,0,USAirways leave us. stay flight get bags off. This sucks. Had run baby bag !,,2015-02-19 08:16:47 -0800,,Eastern Time (US & Canada)
6909,11194,568444029257584640,0,1.0,Late Flight,0.6674,US Airways,,KIDwonder444,,0,USAirways ð. Passed frustrated 4 hour ago ask get first plane I sit hour .,,2015-02-19 08:16:32 -0800,,
6910,11195,568444017106690048,1,1.0,,,US Airways,,cahillwilliamr,,0,USAirways thank,,2015-02-19 08:16:29 -0800,,
6911,11196,568443870570278912,0,1.0,Damaged Luggage,0.34299999999999997,US Airways,,jodimgocubs,,0,USAirways another bad experience today. Frozen pip 597. Missing connection .,,2015-02-19 08:15:54 -0800,,
6912,11200,568440431454736384,0,1.0,Flight Booking Problems,0.6388,US Airways,,CaseyLemke,,0,USAirways find great price thru US Air honeymoon. Website wont work hold hour tell 10 min,,2015-02-19 08:02:14 -0800,Denver,
6913,11201,568440004281823233,0,1.0,Bad Flight,0.6517,US Airways,,riascott39,,0,USAirways flight phf clt. At terminal ca n't get plane yet. Need get iah flight .,,2015-02-19 08:00:32 -0800,,Eastern Time (US & Canada)
6914,11203,568438645591384064,0,1.0,Bad Flight,0.6505,US Airways,,Jeanne23,,0,USAirways AmericanAir I 'm chairman 1st class flight today. System Cancelled Flightled ticket kick 1st .,,2015-02-19 07:55:08 -0800,"Arlington, VA",
6915,11204,568438142673555457,0,1.0,Customer Service Issue,1.0,US Airways,,KMac0125,,0,USAirways I 've hold 40 minute get receipt. I know guys busy I think 's time high staff !,,2015-02-19 07:53:08 -0800,Boston,
6916,11205,568436081303158784,1,0.6554,,0.0,US Airways,,KIDwonder444,,0,USAirways 1917. Thanks 5 hour layover LA tooð Icing cake. At least staff courteous helpful.. Not # unreal,,2015-02-19 07:44:57 -0800,,
6917,11206,568436010817712128,0,1.0,Late Flight,0.7182,US Airways,,VirginiaRmz,,1,"USAirways yeah , I expect The 3 hour",,2015-02-19 07:44:40 -0800," Mexico, D.F.",Central Time (US & Canada)
6918,11207,568434509017960449,0,1.0,Cancelled Flight,1.0,US Airways,,Old_bauer,,0,wish fly USAirways ... JetBlue Cancelled Flightled flight tomorrow never notify u # FlyUS # Ripoff,,2015-02-19 07:38:42 -0800,,Eastern Time (US & Canada)
6919,11208,568432364717633536,0,0.6508,Late Flight,0.6508,US Airways,,VirginiaRmz,,0,USAirways 502 M-phx Im still The plane wait And wait,,2015-02-19 07:30:11 -0800," Mexico, D.F.",Central Time (US & Canada)
6920,11209,568431753272168448,0,0.6875,Customer Service Issue,0.6875,US Airways,,JeffreyWhitmore,,0,USAirways I 'm try merge freq flyer accts keep get error message machine call # provided. Help !,,2015-02-19 07:27:45 -0800,Washington D.C.,
6921,11210,568428263762214913,0,0.6854,Late Flight,0.6854,US Airways,,dantedidWHAT,,0,USAirways hold captain Late Flight ... bag n't fit .,,2015-02-19 07:13:53 -0800,757,Central Time (US & Canada)
6922,11211,568423848732991488,0,1.0,Customer Service Issue,0.3663,US Airways,,Heartliss,,0,USAirways 's ? ! ? ! ?,,2015-02-19 06:56:20 -0800,Here. There. Everywhere. ,Quito
6923,11215,568417913914441728,0,0.6632,Customer Service Issue,0.3368,US Airways,,HirasmusBidragi,,0,USAirways phone support rebooked orig flt Late Flight. Made !,,2015-02-19 06:32:46 -0800,Scruffyville,
6924,11216,568417751854931968,1,1.0,,,US Airways,,HirasmusBidragi,,0,USAirways KUDOS phone support Charlotte gate staff !,,2015-02-19 06:32:07 -0800,Scruffyville,
6925,11217,568416602728890370,0,0.6768,Can't Tell,0.3536,US Airways,,chrisacoote,,0,USAirways let 's say 's directly correLate Flightd chance replacement case. I know would cost airline less !,,2015-02-19 06:27:33 -0800,"West London, UK",
6926,11218,568414700326797312,0,0.6333,Late Flight,0.3222,US Airways,,cahillwilliamr,,0,USAirways I I afternoon Conference Las Vegas I would rather plan ahead run thru airport attempt,,2015-02-19 06:19:59 -0800,,
6927,11219,568411114448523264,0,1.0,Late Flight,0.3483,US Airways,,HirasmusBidragi,,0,USAirways HirasmusBidragi try.. Now stick tarmac wait gate. : ( may miss 9:25 connection # 883 ),,2015-02-19 06:05:44 -0800,Scruffyville,
6928,11220,568410282298621952,0,1.0,Damaged Luggage,0.6868,US Airways,,chrisacoote,,0,"USAirways I think move lot business , first impression count.. Glad mile cash .",,2015-02-19 06:02:26 -0800,"West London, UK",
6929,11222,568408074161160192,0,1.0,Late Flight,1.0,US Airways,,cahillwilliamr,,0,USAirways flight # 556 delayed # connection help flight # 561 # help via email,,2015-02-19 05:53:40 -0800,,
6930,11226,568397140977979392,0,1.0,Customer Service Issue,1.0,US Airways,,NovaCat91,,0,USAirways [ Part 2 2 ] try call cust serv system hang her. Twice. Are system issue ? Please advise .,,2015-02-19 05:10:13 -0800,"40.0587, -75.3659",Eastern Time (US & Canada)
6931,11227,568396913726382080,0,1.0,Can't Tell,0.6404,US Airways,,NovaCat91,,0,"USAirways wife try check flight tonight RSW ... website allow , say must go airport ... [ Part 1 2 ]",,2015-02-19 05:09:19 -0800,"40.0587, -75.3659",Eastern Time (US & Canada)
6932,11229,568388846125223936,0,1.0,Can't Tell,0.6694,US Airways,,HirasmusBidragi,,0,USAirways 'preciate cant get plane speak w agent / wont come plane 5015 knoxville ... ?,,2015-02-19 04:37:15 -0800,Scruffyville,
6933,11232,568387549867036672,0,1.0,Customer Service Issue,0.3499,US Airways,,TomFutureforall,,0,USAirways call reservations. Can change able put note res. Problem tsa ...,,2015-02-19 04:32:06 -0800,,
6934,11234,568386094875738113,0,1.0,Late Flight,1.0,US Airways,,CakeNDeath,,0,USAirways plz plz plz hold 4438 EYW. The 810 PHL & gt ; CLT sooo Late Flight. Gon na miss connection jabevan221 's 40th # GTH239,,2015-02-19 04:26:19 -0800,Old City Philly,
6935,11236,568384147464568834,0,1.0,Can't Tell,1.0,US Airways,,illegalholland,,0,USAirways hate,,2015-02-19 04:18:35 -0800,,Eastern Time (US & Canada)
6936,11237,568384143379156993,0,0.6365,Customer Service Issue,0.3377,US Airways,,TomFutureforall,,0,"USAirways passenger , maiden name end last name online Flight Booking Problems. Yes , understand non transferable",,2015-02-19 04:18:34 -0800,,
6937,11239,568382790506389504,0,0.6778,Bad Flight,0.6778,US Airways,,kim_blake,,0,USAirways I pay seat. I expect able use full seat,,2015-02-19 04:13:11 -0800,Tacoma Washington,Pacific Time (US & Canada)
6938,11240,568382196081229824,0,0.6631,Bad Flight,0.6631,US Airways,,kim_blake,,0,"USAirways passenger large put armrest use part seat , recourse ? # nothappy",,2015-02-19 04:10:50 -0800,Tacoma Washington,Pacific Time (US & Canada)
6939,11242,568374422136070144,0,1.0,Flight Attendant Complaints,0.6522,US Airways,,scm1133,,0,USAirways gate agent say `` 's booked full. Sorry '' I ticket 1st class seat. I call customer service I land .,,2015-02-19 03:39:56 -0800,,London
6940,11243,568373807414714369,0,1.0,Customer Service Issue,1.0,US Airways,,ProActivePT,,0,"USAirways Empty 1st class , Chairman ca n't move due 2 silly award travel rule trump common sense - customer service fail !",,2015-02-19 03:37:30 -0800,New York/N. Carolina,Eastern Time (US & Canada)
6941,11245,568372767810125825,0,1.0,Can't Tell,1.0,US Airways,,emmahhjo,,0,USAirways 're airline 's open sooner. It 's confidence booster .,,2015-02-19 03:33:22 -0800,,Central Time (US & Canada)
6942,11246,568364074427420672,0,1.0,Customer Service Issue,0.6275,US Airways,,scm1133,,1,USAirways check last night airport supervisor w board pas 1A - boarding today seat change 7F. How happen ?,,2015-02-19 02:58:49 -0800,,London
6943,11247,568361346464497664,0,1.0,Flight Booking Problems,0.6444,US Airways,,TomFutureforall,,0,USAirways new problem ... wrong last name reservation airway fixed. New ca n't get TSA,,2015-02-19 02:47:59 -0800,,
6944,11248,568360334609612801,0,0.6612,Flight Booking Problems,0.3692,US Airways,,TomFutureforall,,0,USAirways cardholder flying. We u airways advantage card frustrate .,,2015-02-19 02:43:58 -0800,,
6945,11251,568341364951388160,0,1.0,Customer Service Issue,1.0,US Airways,,LE2BIGDAVE,,0,USAirways bad trip little customer service,,2015-02-19 01:28:35 -0800,where ever i lay my hat,London
6946,11252,568298773941755904,0,1.0,Flight Attendant Complaints,0.6771,US Airways,,ncuccia,,0,USAirways test patience evening ( shall I say morning ? ) . We wait hour gate find gate agent. 130am,,2015-02-18 22:39:20 -0800,,Quito
6947,11253,568289529561518080,0,1.0,Customer Service Issue,0.6443,US Airways,,faye_nds,,0,"USAirways fly Manchester international Philadelphia get email delay , information connecting flights..",,2015-02-18 22:02:36 -0800,"Merano, Italy ",London
6948,11254,568284538914385920,0,0.6699,Can't Tell,0.6699,US Airways,,KBStrauss,,0,"USAirways thank you.3860 cincy.just landed.you add frequent flyer mile account.. long , incredibly frustrating day",,2015-02-18 21:42:46 -0800,New York City,Eastern Time (US & Canada)
6949,11256,568276831134191618,0,1.0,Customer Service Issue,1.0,US Airways,,Gregg_Silver,,0,USAirways I wait hold long. I n't wait hold forever I never receive confirm. 1st place # help,,2015-02-18 21:12:09 -0800,,Quito
6950,11257,568274949275824128,0,1.0,Customer Service Issue,0.6642,US Airways,,ContentFac,,0,"USAirways Been deal w/ americanair solve probs team created. Your Manch , NH staff clearly C-team , btw. # NotEvenJV",,2015-02-18 21:04:40 -0800,"Pittsburgh, PA",Eastern Time (US & Canada)
6951,11258,568273310347165696,1,0.6802,,,US Airways,,CaraModisett,,0,USAirways Will : ),,2015-02-18 20:58:09 -0800,"Memphis, Tennessee",Central Time (US & Canada)
6952,11260,568265355115814913,1,0.6472,,0.0,US Airways,,RuelBass,,0,USAirways thank you. We fill claim hope bag tomorrow .,,2015-02-18 20:26:33 -0800,"ÃT: 41.233943,-74.3966664",Eastern Time (US & Canada)
6953,11261,568265016253628416,0,1.0,Lost Luggage,0.6437,US Airways,,scheds14,,0,"USAirways I n't Cancelled Flight flight , did. Than love another flight forgot bag",,2015-02-18 20:25:12 -0800,"Phoenix, AZ",
6954,11262,568259618884993024,1,1.0,,,US Airways,,schenkeytown,,0,USAirways - do : ),,2015-02-18 20:03:45 -0800,,Arizona
6955,11263,568258726668443648,0,1.0,Customer Service Issue,1.0,US Airways,,bhardwaj_j,,0,USAirways : tell ticket expire never recvd notice expire .This sucks.i pay 40k mile & amp ; $ 125 tckt,,2015-02-18 20:00:12 -0800,,
6956,11264,568258333649604608,1,1.0,,,US Airways,,dianalovesdave,,0,USAirways captain flight 1712 PHX-PHL 3:55 tonight hilarious. `` Greetings pointy end airplane '' haha thanks !,,2015-02-18 19:58:39 -0800,"Born in NY, living in PA ",Eastern Time (US & Canada)
6957,11266,568258075431477248,0,1.0,Customer Service Issue,1.0,US Airways,,tannapistolis,,0,USAirways bad customer service. Still provide answer even I drive back CLT airport. rude & amp ; unacceptable # fail,,2015-02-18 19:57:37 -0800,,Eastern Time (US & Canada)
6958,11270,568255867751165952,0,1.0,Late Flight,0.6826,US Airways,,cnichols9,,0,USAirways 3 delay 2 Cancelled Flightlations double layover 72 hour Late Flightr ... .could I least get extra dividend mile ?,,2015-02-18 19:48:51 -0800,Georgia,
6959,11272,568252192592769025,0,1.0,Cancelled Flight,0.6667,US Airways,,scheds14,,0,USAirways I n't take original flight. I suppose arrive last night 2:00pm today. Did n't get til 5,,2015-02-18 19:34:14 -0800,"Phoenix, AZ",
6960,11273,568251315220041728,0,1.0,Late Flight,0.6832,US Airways,,Hannah01486019,,0,"USAirways sit 30 minute runway dca , gate full ? Early landing , Late Flight flight .",,2015-02-18 19:30:45 -0800,"Washington, DC",Eastern Time (US & Canada)
6961,11274,568250311455981570,0,1.0,Can't Tell,0.6617,US Airways,,terryheubert,,0,USAirways # flight4592 LET US OFF THIS PLANE ! ! ! please go gate. This absurd .,,2015-02-18 19:26:46 -0800,The District of Columbia,Eastern Time (US & Canada)
6962,11276,568248102018285570,0,1.0,Lost Luggage,1.0,US Airways,,DillardJ32,,0,USAirways AmericanAir 2 trip row miss luggage. Just like last time. I pay baggage transport .,,2015-02-18 19:17:59 -0800,Anoka MN,Central Time (US & Canada)
6963,11277,568247480023961600,0,1.0,Lost Luggage,1.0,US Airways,,RuelBass,,0,USAirways lose luggage. # yay,,2015-02-18 19:15:31 -0800,"ÃT: 41.233943,-74.3966664",Eastern Time (US & Canada)
6964,11279,568246736222879744,0,1.0,longlines,1.0,US Airways,,vallie_grl,,0,USAirways really frustrate endlessly wait PHL ground crew taxi u 10pm night. Why take long ? !,,2015-02-18 19:12:34 -0800,,Atlantic Time (Canada)
6965,11280,568245800788221953,0,0.6447,Bad Flight,0.3368,US Airways,,AYoungWVU,,0,USAirways Thanks call 10:00p redirect flight 10:07p. # SmoothOperation,,2015-02-18 19:08:51 -0800,"Scott Depot, WV",
6966,11281,568245558919503872,0,1.0,Customer Service Issue,1.0,US Airways,,bhardwaj_j,,0,USAirways : bad customer service experience// help,,2015-02-18 19:07:53 -0800,,
6967,11282,568245429491654656,0,1.0,Customer Service Issue,0.6701,US Airways,,bhardwaj_j,,0,"USAirways : try reach dividend mile extend ticket last 3 day , 20 + call get message call back",,2015-02-18 19:07:22 -0800,,
6968,11285,568244094583107585,0,1.0,Flight Booking Problems,0.3539,US Airways,,mma718,,0,USAirways My flight finally arrive Charlotte. They book luggage thru lga room flight me. What mess,,2015-02-18 19:02:04 -0800,"Queens, New York",
6969,11286,568243079003529216,0,1.0,Lost Luggage,0.6801,US Airways,,scheds14,,0,"USAirways hold hour , still n't know bag , wo n't refund flight ? ! ? ! It n't weather ! !",,2015-02-18 18:58:02 -0800,"Phoenix, AZ",
6970,11288,568241989453393920,0,1.0,Can't Tell,0.3565,US Airways,,f0ll0wer99,,0,USAirways My wife flight change due weather cant checkin return flight fails Is possible usair Cancelled Flightled,,2015-02-18 18:53:42 -0800,,Central Time (US & Canada)
6971,11290,568238605036064768,0,1.0,Customer Service Issue,0.6838,US Airways,,iamlisa222,,0,USAirways yup 1:34 minute limit wait hold thanks nothing,,2015-02-18 18:40:15 -0800,Wisconsin,Central Time (US & Canada)
6972,11291,568236763128463361,0,1.0,Customer Service Issue,1.0,US Airways,,iamlisa222,,0,USAirways patience. This acceptable. http : //t.co/N7pSuEJDC8,,2015-02-18 18:32:56 -0800,Wisconsin,Central Time (US & Canada)
6973,11293,568234992557527040,1,1.0,,,US Airways,,MarisaCavanaugh,,0,usairways 4 flight 48hrs & amp ; I 've flight attendant 3 flights. Freaky coincidence ! Plus side 's great. : ),,2015-02-18 18:25:54 -0800,NYC,Eastern Time (US & Canada)
6974,11296,568231913040814080,0,1.0,Can't Tell,0.3608,US Airways,,ClareGannon,,0,USAirways use even flight DCA-DSM early AM return. Now 's middle work day both. Inconvenient .,,2015-02-18 18:13:39 -0800,,Eastern Time (US & Canada)
6975,11297,568230023251042304,0,1.0,Late Flight,1.0,US Airways,,dream_weaver96,,0,USAirways delay max,"[35.22476994, -80.93932077]",2015-02-18 18:06:09 -0800,Murfreesboro- Memphis  ,Central Time (US & Canada)
6976,11298,568229427286405121,1,0.6891,,,US Airways,,dMORE14,,0,USAirways Sunday ! Ca n't wait ! See,,2015-02-18 18:03:47 -0800,chu,Quito
6977,11301,568228614275260416,0,1.0,Customer Service Issue,1.0,US Airways,,tlbelote,,0,"USAirways attempt ckin flight 2/19 day , site unable retrieve details. Called twice disconnect .",,2015-02-18 18:00:33 -0800,,Quito
6978,11302,568226977070632960,0,1.0,Customer Service Issue,1.0,US Airways,,drb1125,,0,USAirways Emailed week ago still nothing ...,,2015-02-18 17:54:03 -0800,,
6979,11303,568225166527991808,0,0.7012,Customer Service Issue,0.3719,US Airways,,sara_regis19,,0,USAirways I would willing pay anything change flight ! AllegiantTravel ! help !,,2015-02-18 17:46:51 -0800,Puerto Rico ,
6980,11304,568224769872502784,0,1.0,Customer Service Issue,1.0,US Airways,,BokaLaBoca,,0,USAirways yeah guy tell call website I book from. I book website. UNACCEPTABLE,"[0.0, 0.0]",2015-02-18 17:45:16 -0800,,Pacific Time (US & Canada)
6981,11305,568223950926446593,0,1.0,longlines,0.3363,US Airways,,MendezJenn,,0,USAirways still wait ! Captain report 's call 6 time get ground crew ... .and still sit runway. # evenLate Flightr,,2015-02-18 17:42:01 -0800,,
6982,11306,568223612802637824,0,0.6859,Late Flight,0.6859,US Airways,,TravisAJB,,0,USAirways real MVP hold flight connect Philly Tampa .,,2015-02-18 17:40:41 -0800,,Quito
6983,11307,568223380375076864,1,1.0,,,US Airways,,LayneHillesland,,0,USAirways finally rectify flight situation ! Thanks,,2015-02-18 17:39:45 -0800,,
6984,11309,568221761898209280,1,1.0,,,US Airways,,bryanjholmes,,0,USAirways time today PHL ! Nice work ! # ThereIsAFirstForEverything,,2015-02-18 17:33:19 -0800,"dublin, ohio",Quito
6985,11310,568220625648672768,0,1.0,Cancelled Flight,1.0,US Airways,,dmorgancu,,0,USAirways likely lose business. Terrible experience ! Too many time stick Tarmac last min Cancelled Flightled flights. # Done,"[35.22447828, -80.93940943]",2015-02-18 17:28:48 -0800,"Clemson, SC",Central Time (US & Canada)
6986,11311,568220033299542016,0,1.0,Lost Luggage,1.0,US Airways,,tannapistolis,,0,USAirways I day. Ca n't find bag anywhere bc 're say never scan & amp ; technically never leave LAX .,,2015-02-18 17:26:27 -0800,,Eastern Time (US & Canada)
6987,11312,568219901359460353,0,1.0,Late Flight,0.6729999999999999,US Airways,,MendezJenn,,0,USAirways ground crew DCA 're already Late Flight arrive # evenLate Flightr,,2015-02-18 17:25:56 -0800,,
6988,11313,568218884060241920,0,1.0,Lost Luggage,1.0,US Airways,,scheds14,,0,USAirways tell 'tough break ' unacceptable. You ca n't even tell bag,,2015-02-18 17:21:53 -0800,"Phoenix, AZ",
6989,11314,568218389619077121,1,1.0,,,US Airways,,billgunger,,0,USAirways ice cream front ! Solid,,2015-02-18 17:19:55 -0800,,EST
6990,11315,568217681838641152,1,1.0,,,US Airways,,statepkt,,0,USAirways shout pilot FC attendant ( Eliz ) US 673. Super strong crosswind landing. Eliz super job throughout,,2015-02-18 17:17:06 -0800,,Eastern Time (US & Canada)
6991,11316,568216602866376704,0,1.0,Lost Luggage,1.0,US Airways,,tannapistolis,,0,USAirways tell I n't correct tag luggage ! ! ! My luggage apparently LA Charlotte. This ok ! !,,2015-02-18 17:12:49 -0800,,Eastern Time (US & Canada)
6992,11317,568216411404808192,0,1.0,Customer Service Issue,1.0,US Airways,,ximplosionx,,0,"USAirways Your software broken. `` Call Customer Support '' fix. Like I say earlier , yell developer .",,2015-02-18 17:12:04 -0800,"Redmond, WA",Eastern Time (US & Canada)
6993,11320,568215307170521088,0,1.0,Customer Service Issue,1.0,US Airways,,SneakerPimp215,,0,"USAirways AmericanAir hey guy , due horrible customer service issue way I get check bag credit ?",,2015-02-18 17:07:40 -0800,Sistine Chapel ,Eastern Time (US & Canada)
6994,11321,568214100578324480,0,1.0,Late Flight,1.0,US Airways,,RyanMWatts,,0,USAirways delay 2 day weather top I get yell Late Flight I notify time change # WellDone,,2015-02-18 17:02:53 -0800,Washington DC,Central Time (US & Canada)
6995,11323,568213769798578176,0,1.0,Can't Tell,0.6465,US Airways,,LinseyGarwood,,0,USAirways ... Loosing lot business use Barclays. I cant believe cant apply card live Iowa .,,2015-02-18 17:01:34 -0800,,
6996,11324,568211517398786048,0,0.6588,Late Flight,0.6588,US Airways,,unicatfan,,0,USAirways I accommodate DSM flight tonight delay Myrtle Beach flight DSM back tonight ?,"[35.22604872, -80.93863381]",2015-02-18 16:52:37 -0800,"ÃT: 41.5333,-93.62944",Central Time (US & Canada)
6997,11325,568211263303639040,0,1.0,Flight Attendant Complaints,0.3489,US Airways,,DAngel082,,0,USAirways far I 've get six different answer,,2015-02-18 16:51:36 -0800,New York,
6998,11326,568211021497638912,0,1.0,Flight Booking Problems,1.0,US Airways,,ximplosionx,,0,USAirways Oh certainly. And I two $ 275 pending transaction bank account. Really happy I charge double .,,2015-02-18 16:50:39 -0800,"Redmond, WA",Eastern Time (US & Canada)
6999,11328,568210743390117888,0,1.0,Customer Service Issue,1.0,US Airways,,StefThinks,,0,"USAirways 's go ? I 've hear not-friendly 'Please wait ' repeat I 'm hold , transferred idk ...",,2015-02-18 16:49:32 -0800,Here,Eastern Time (US & Canada)
7000,11329,568210512405790720,0,1.0,Flight Attendant Complaints,0.6573,US Airways,,mma718,,0,USAirways The captain turn seat belt sign people get walk around. That 's good .,,2015-02-18 16:48:37 -0800,"Queens, New York",
7001,11330,568208488335331329,0,1.0,Lost Luggage,1.0,US Airways,,DAngel082,,1,USAirways I 'm sorry well. It 's 24 hr without bag I ca n't get straight answers. I 'm call # 6 today .,,2015-02-18 16:40:35 -0800,New York,
7002,11331,568208413286477825,0,1.0,Customer Service Issue,0.6526,US Airways,,ximplosionx,,0,USAirways Ya 'll need work online checkout system. Two bank transaction one ticket bush league. Yell devs .,,2015-02-18 16:40:17 -0800,"Redmond, WA",Eastern Time (US & Canada)
7003,11332,568208027775569920,0,1.0,Late Flight,1.0,US Airways,,mma718,,0,USAirways I wish way. Now 's problem w/de-icing.Three & amp ; 1/2 hour delay far & amp ; sill sure 'll take .,,2015-02-18 16:38:45 -0800,"Queens, New York",
7004,11333,568202255205335041,0,1.0,Customer Service Issue,0.3558,US Airways,,od2be2003,,0,USAirways could run USExpress/PSA worth damn I would n't stick horrible CLT .,,2015-02-18 16:15:48 -0800,"Dallas, TX",Eastern Time (US & Canada)
7005,11334,568200350697717760,0,1.0,Can't Tell,1.0,US Airways,,od2be2003,,0,USAirways run piece shit airline ! ! Thanks ruin AA,,2015-02-18 16:08:14 -0800,"Dallas, TX",Eastern Time (US & Canada)
7006,11335,568199988255330304,0,0.6669,Customer Service Issue,0.6669,US Airways,,AnnetteNaif,,0,â USAirways : AnnetteNaif We appreciate # shoutout Roberto. DM confirmation code forward ur kind words.â Confirmation code ?,,2015-02-18 16:06:48 -0800,New York & Worldwide,Eastern Time (US & Canada)
7007,11336,568199678896037890,0,0.6717,Bad Flight,0.3573,US Airways,,mma718,,0,USAirways Finally back board. Door close reopen need fuel. You think someone wd think early,,2015-02-18 16:05:34 -0800,"Queens, New York",
7008,11337,568196165780578304,0,1.0,Can't Tell,0.3579,US Airways,,thefisch26,,0,"USAirways Secondary screening , piece plane miss ... Anything want tell u ?",,2015-02-18 15:51:37 -0800,"Washington, DC",Central Time (US & Canada)
7009,11338,568194520497713152,0,1.0,Late Flight,1.0,US Airways,,CAVHkraMriA,,0,USAirways sit Tarmac # PIT 30 min. No announcement. Just sitting .,,2015-02-18 15:45:04 -0800,,Eastern Time (US & Canada)
7010,11340,568194427904069632,0,1.0,Customer Service Issue,1.0,US Airways,,NickAbel5,,0,"USAirways I appreciate actually monitor Twitter , please pas along feedback. I 've try call 15 time 4 day : (",,2015-02-18 15:44:42 -0800,,
7011,11343,568189372362674176,0,1.0,Customer Service Issue,1.0,US Airways,,NickAbel5,,0,USAirways PLEASE improve phone system ! Going multiple prompt & amp ; menu tell call back Late Flightr = MAJOR FAIL,,2015-02-18 15:24:37 -0800,,
7012,11344,568188243713372161,0,1.0,Flight Attendant Complaints,0.6452,US Airways,,trevels11,,0,"USAirways service leave lot desired. Flight 5141 early , short staffing mean wait Tarmac ... Thanks",,2015-02-18 15:20:08 -0800,Terrapin Station,
7013,11345,568187959276646401,0,1.0,Late Flight,0.3441,US Airways,,mma718,,0,USAirways Late Flightr flight Charleston leave flight schedule earlier. That 's wrong,,2015-02-18 15:19:00 -0800,"Queens, New York",
7014,11346,568185352441212929,0,1.0,Late Flight,1.0,US Airways,,mma718,,0,"USAirways. I 'm delayed Cha , miss connection Charlotte lga. Not good",,2015-02-18 15:08:39 -0800,"Queens, New York",
7015,11347,568185092163678208,0,1.0,Late Flight,1.0,US Airways,,ERnurseMatt,,0,USAirways did. It add seven hour day ... So far ... Want take odds bag carousel KC ? # notcool,,2015-02-18 15:07:36 -0800,"Kansas, USA",Central Time (US & Canada)
7016,11348,568181747357229057,0,1.0,Cancelled Flight,0.7113,US Airways,,hinabinaa,,0,"USAirways MarciaVeronicaa miss uncle 's funeral , `` hope '' find another flight. That 's considerate .",,2015-02-18 14:54:19 -0800,,Central Time (US & Canada)
7017,11349,568180869120135169,0,1.0,Cancelled Flight,1.0,US Airways,,N0SBIGLEM,,0,USAirways My last flight Cancelled Flightled I 'm disappointed .,,2015-02-18 14:50:50 -0800,"san jose , ca",
7018,11350,568178085415092226,0,1.0,Can't Tell,1.0,US Airways,,MarciaVeronicaa,,1,USAirways lose faithful customer .,,2015-02-18 14:39:46 -0800,Connecticut/Vegas,Pacific Time (US & Canada)
7019,11351,568175505314336768,0,1.0,Can't Tell,0.3536,US Airways,,DAngel082,,0,USAirways I 3 time one able help,,2015-02-18 14:29:31 -0800,New York,
7020,11352,568175323470290944,1,1.0,,,US Airways,,pocketsizemando,,0,USAirways Marsha M. Myrtle Beach great ! She deserve respect praise ! # ThankYouForEverything,,2015-02-18 14:28:47 -0800,"Fort Worth, TX",Central Time (US & Canada)
7021,11354,568174975028465664,0,1.0,Customer Service Issue,1.0,US Airways,,honorawalsh,,0,"USAirways Joined Silver Preferred I hear customer service great , pity I misguide .",,2015-02-18 14:27:24 -0800,,
7022,11355,568174847450329088,0,1.0,Late Flight,0.35600000000000004,US Airways,,RayAllStar28,,0,USAirways bad practice I disappoint airline prepare ... honestly last time I fly guy,,2015-02-18 14:26:54 -0800,"Lawrence, MA",
7023,11356,568174802059464705,0,1.0,Customer Service Issue,1.0,US Airways,,Twinscream1,,0,USAirways well worthless regular service. A bunch nothing idiots. # suck,,2015-02-18 14:26:43 -0800,,
7024,11357,568173724974878720,0,0.6733,Cancelled Flight,0.6733,US Airways,,RayAllStar28,,0,USAirways ... change well Late Flightr find flight I schedule n't ready,,2015-02-18 14:22:26 -0800,"Lawrence, MA",
7025,11358,568173388663013377,0,1.0,Cancelled Flight,0.6711,US Airways,,GignacForLowell,,0,"USAirways 3 Cancelled Flightlations delay , cause miss connect flight. Another night home. Thanks # pathetic",,2015-02-18 14:21:06 -0800,"Lowell, Ma",
7026,11359,568173151798108161,0,0.7012,Cancelled Flight,0.3582,US Airways,,RayAllStar28,,0,"USAirways 's understandable , issue create new flight without personnel ... I change plan accommodate",,2015-02-18 14:20:10 -0800,"Lawrence, MA",
7027,11360,568172839758630912,0,0.6794,Lost Luggage,0.6794,US Airways,,DAngel082,,0,USAirways thanks ! Now I need locate luggage !,,2015-02-18 14:18:55 -0800,New York,
7028,11361,568171538324840449,1,0.7049,,,US Airways,,davegoldfarb,,0,USAirways n't depart yet let 's get high hopes. But everything schedule far,,2015-02-18 14:13:45 -0800,"Delray Beach, FL",Eastern Time (US & Canada)
7029,11362,568171144504872961,0,0.34,Late Flight,0.34,US Airways,,Kurt_Wirth,,0,"USAirways Thanks show interest ... 3880 Greenville , SC .",,2015-02-18 14:12:11 -0800,"ÃT: 43.182918,-77.651224",Eastern Time (US & Canada)
7030,11363,568170794670551040,0,1.0,Customer Service Issue,0.6276,US Airways,,od2be2003,,0,USAirways app suck ball compare AmericanAir,,2015-02-18 14:10:48 -0800,"Dallas, TX",Eastern Time (US & Canada)
7031,11364,568170119664443393,0,1.0,Late Flight,1.0,US Airways,,The_Big_Guy27,,0,USAirways # USAirways So flight Late Flight get charlotte miss connector Phoenix thanks last time I EVER FLY USAIR,,2015-02-18 14:08:07 -0800,US,Eastern Time (US & Canada)
